,Dataset,Method,Mask Type,Ratio,Avg MSE,STD of MSE,Avg Acc,STD of Acc
594,letter,DiffPuter_Remastered,MCAR,0.5,0.7035342454910278,0.015960594639182,,
595,letter,DiffPuter_Remastered,MCAR,0.75,1.1756579875946045,0.0100900772958993,,
596,letter,DiffPuter_Remastered,MNAR,0.25,0.3886173069477081,0.0156011879444122,,
597,letter,DiffPuter_Remastered,MNAR,0.5,0.6943104267120361,0.0168378688395023,,
598,letter,DiffPuter_Remastered,MNAR,0.75,1.1685256958007812,0.0086626028642058,,
599,magic,DiffPuter_Remastered,MAR,0.25,0.7744160294532776,0.1618303060531616,,
600,magic,DiffPuter_Remastered,MAR,0.5,0.7961007952690125,0.0790129154920578,,
601,magic,DiffPuter_Remastered,MAR,0.75,1.0833046436309814,0.0900173783302307,,
602,magic,DiffPuter_Remastered,MCAR,0.25,0.6695360541343689,0.0204653646796941,,
603,magic,DiffPuter_Remastered,MCAR,0.5,0.8113762140274048,0.0048863822594285,,
604,magic,DiffPuter_Remastered,MCAR,0.75,1.12433922290802,0.0061670057475566,,
605,magic,DiffPuter_Remastered,MNAR,0.25,0.734160840511322,0.1045312583446502,,
606,magic,DiffPuter_Remastered,MNAR,0.5,0.8108792304992676,0.0629239380359649,,
607,magic,DiffPuter_Remastered,MNAR,0.75,1.0883100032806396,0.060791727155447,,
608,shoppers,DiffPuter_Remastered,MAR,0.25,0.7608262516365947,0.0951051099121467,56.1850364490159,4.492863672527401
609,shoppers,DiffPuter_Remastered,MAR,0.5,0.8796835042482719,0.1259278072254372,52.1400312434847,4.673884919181899
610,shoppers,DiffPuter_Remastered,MAR,0.75,1.2585147568045445,0.0821054359059464,50.93546013834642,5.071651339242953
611,shoppers,DiffPuter_Remastered,MCAR,0.25,0.7962501632349064,0.0469169979908025,59.11159435924176,0.3725699948227476
612,shoppers,DiffPuter_Remastered,MCAR,0.5,0.9314095105382764,0.0300454474889401,55.8998516970427,0.2335592685783513
613,shoppers,DiffPuter_Remastered,MCAR,0.75,1.195343419693334,0.0308712612739067,51.77466705613798,0.4001600684507307
614,shoppers,DiffPuter_Remastered,MNAR,0.25,0.8352564114652008,0.0687001661443077,58.8538736949458,0.7995840642309956
615,shoppers,DiffPuter_Remastered,MNAR,0.5,0.9063013953960736,0.0354529852150797,55.61028830646028,0.8954492346890579
616,shoppers,DiffPuter_Remastered,MNAR,0.75,1.2175039034646924,0.0436040807103392,51.559649725332505,0.6084678622634389
617,adult,harpoon_ohe_mae_kld,MAR,0.25,1.0462967480061498,0.1048192421661251,69.30301832963384,3.023419978080718
618,adult,harpoon_ohe_mse_kld,MAR,0.25,1.3135662558551804,0.1291106840049625,66.62370632850939,2.8986405080558404
619,adult,Harpoon_ordinal_mae,MAR,0.25,1.607752926709661,0.0981298279593843,65.04030771826488,3.2183333897661344
620,adult,Harpoon_ordinal_mse,MAR,0.25,3.1243747803900503,0.339431276140502,60.97278980991276,3.0269945602124144
621,adult,harpoon_ohe_mae_kld,MAR,0.5,1.1371278825619324,0.0789872906048855,64.5583686417175,3.150612579920164
622,adult,harpoon_ohe_mse_kld,MAR,0.5,1.3178522662882322,0.0820681922449515,62.168791964745125,2.9003823091386978
623,adult,Harpoon_ordinal_mae,MAR,0.5,1.5813813515924682,0.0797173947043343,59.81874744028547,2.7355552140815926
624,adult,Harpoon_ordinal_mse,MAR,0.5,2.403807527398852,0.2012678876719501,57.09125125868187,2.60917382706354
625,adult,harpoon_ohe_mae_kld,MAR,0.75,1.3043793195307387,0.063582613850403,58.72555848532063,3.8344082492452696
626,adult,harpoon_ohe_mse_kld,MAR,0.75,1.4382939230530027,0.0445395622241516,57.20060412579228,3.3926067384968497
627,adult,Harpoon_ordinal_mae,MAR,0.75,1.5418290217104889,0.051949845106487,55.208773044412645,2.5397492922291227
628,adult,Harpoon_ordinal_mse,MAR,0.75,1.9138591792005,0.0622240616016533,53.8310767020896,2.467687763970988
629,adult,harpoon_ohe_mae_kld,MCAR,0.25,1.0519275637346273,0.062770614356178,66.48323599155898,0.2366133026045899
630,adult,harpoon_ohe_mse_kld,MCAR,0.25,1.3171136256083826,0.0652848452696116,64.30071474484319,0.1777274050865794
631,adult,Harpoon_ordinal_mae,MCAR,0.25,1.5838836253846504,0.0423530046656416,62.37636678940943,0.4814343396884856
632,adult,Harpoon_ordinal_mse,MCAR,0.25,2.929476286037411,0.0988767304723596,58.55389883334616,0.20356924245994
633,adult,harpoon_ohe_mae_kld,MCAR,0.5,1.166248121293716,0.0208191643688905,61.880698026289146,0.1610570440058501
634,adult,harpoon_ohe_mse_kld,MCAR,0.5,1.3561596112411034,0.0186815025194133,59.96989383388583,0.1873547791862883
635,adult,Harpoon_ordinal_mae,MCAR,0.5,1.606469642782589,0.0238468748523773,57.47322836195461,0.2443579801689885
636,adult,Harpoon_ordinal_mse,MCAR,0.5,2.4174558180894103,0.0937065894206494,54.92642081669417,0.2792647394980977
637,adult,harpoon_ohe_mae_kld,MCAR,0.75,1.3146309922254904,0.013811892804812,55.289862274229336,0.091107176968245
638,adult,harpoon_ohe_mse_kld,MCAR,0.75,1.4518855845023384,0.0120727606830755,53.960930101639136,0.1329070621722295
639,adult,Harpoon_ordinal_mae,MCAR,0.75,1.5665351367091316,0.0137190456883627,52.66670205344128,0.0667493884135145
640,adult,Harpoon_ordinal_mse,MCAR,0.75,2.003741680656698,0.0418826150771463,51.32643133449731,0.0706135345825464
641,adult,harpoon_ohe_mae_kld,MNAR,0.25,1.0638251112349724,0.0733274716107006,66.7986901884836,1.3929593380752427
642,adult,harpoon_ohe_mse_kld,MNAR,0.25,1.340399045048013,0.0650340287888134,64.6258278150931,1.2613263437385105
643,adult,Harpoon_ordinal_mae,MNAR,0.25,1.6212429546196248,0.0748510787654062,62.193306168384616,1.1655756215272752
644,adult,Harpoon_ordinal_mse,MNAR,0.25,3.03722839215555,0.1736881110189827,58.57968790578843,1.2680860223394528
645,adult,harpoon_ohe_mae_kld,MNAR,0.5,1.1693829010182522,0.0649342301335647,61.776825133896594,0.9362085267869648
646,adult,harpoon_ohe_mse_kld,MNAR,0.5,1.3837224873868132,0.0680889820871546,59.71734739717884,0.9309846832796704
647,adult,Harpoon_ordinal_mae,MNAR,0.5,1.5950788839946606,0.057281179086967,57.20945631532455,0.6943727617167033
648,adult,Harpoon_ordinal_mse,MNAR,0.5,2.420678812791601,0.0601726278112067,54.68719364383263,0.6565773672584343
649,adult,harpoon_ohe_mae_kld,MNAR,0.75,1.3248244020597233,0.0521116867193351,54.91980848822023,0.8029577757876065
650,adult,harpoon_ohe_mse_kld,MNAR,0.75,1.4599317468490274,0.0511176767596101,53.53444404963547,0.6412459108345953
651,adult,Harpoon_ordinal_mae,MNAR,0.75,1.541974018569054,0.0368649618692852,52.68014005651749,0.4903574926140695
652,adult,Harpoon_ordinal_mse,MNAR,0.75,1.97918939860216,0.0293036926050375,51.19192760927923,0.4168181566392094
653,bean,harpoon_ohe_mae_kld,MAR,0.25,0.1492911130189895,0.0562289208173751,,
654,bean,harpoon_ohe_mse_kld,MAR,0.25,0.1495089083909988,0.0491627119481563,,
655,bean,Harpoon_ordinal_mae,MAR,0.25,0.1532337101666318,0.055607377648679,0.0,0.0
656,bean,Harpoon_ordinal_mse,MAR,0.25,0.1546383729863767,0.0505851008298409,0.0,0.0
657,bean,harpoon_ohe_mae_kld,MAR,0.5,0.1911287754774093,0.0527153573930263,,
658,bean,harpoon_ohe_mse_kld,MAR,0.5,0.2121277153491974,0.051147885620594,,
659,bean,Harpoon_ordinal_mae,MAR,0.5,0.1913570690907755,0.0504672348558754,0.0,0.0
660,bean,Harpoon_ordinal_mse,MAR,0.5,0.2115326284900316,0.0474895823947203,0.0,0.0
661,bean,harpoon_ohe_mae_kld,MAR,0.75,0.3740065991878509,0.026570975780487,,
662,bean,harpoon_ohe_mse_kld,MAR,0.75,0.4399239420890808,0.0226653106510639,,
663,bean,Harpoon_ordinal_mae,MAR,0.75,0.3845719417542014,0.0320431160741533,0.0,0.0
664,bean,Harpoon_ordinal_mse,MAR,0.75,0.4509385478589681,0.0269726668665279,0.0,0.0
665,bean,harpoon_ohe_mae_kld,MCAR,0.25,0.1460261940956115,0.0056388219818472,,
666,bean,harpoon_ohe_mse_kld,MCAR,0.25,0.1475948989391327,0.0095968525856733,,
667,bean,Harpoon_ordinal_mae,MCAR,0.25,0.1388706420230573,0.0057698464687345,0.0,0.0
668,bean,Harpoon_ordinal_mse,MCAR,0.25,0.1379081913813064,0.0061517598025994,0.0,0.0
669,bean,harpoon_ohe_mae_kld,MCAR,0.5,0.1780696660280227,0.0051672416739165,,
670,bean,harpoon_ohe_mse_kld,MCAR,0.5,0.1978063583374023,0.0062550702132284,,
671,bean,Harpoon_ordinal_mae,MCAR,0.5,0.1747932721444788,0.0028794900145473,0.0,0.0
672,bean,Harpoon_ordinal_mse,MCAR,0.5,0.1948287246198412,0.0038534078419585,0.0,0.0
673,bean,harpoon_ohe_mae_kld,MCAR,0.75,0.3880969583988189,0.0041576563380658,,
674,bean,harpoon_ohe_mse_kld,MCAR,0.75,0.4467001557350158,0.009888757020235,,
675,bean,Harpoon_ordinal_mae,MCAR,0.75,0.3877535651306952,0.0039757415859317,0.0,0.0
676,bean,Harpoon_ordinal_mse,MCAR,0.75,0.4435259341673011,0.0037424507930719,0.0,0.0
677,bean,harpoon_ohe_mae_kld,MNAR,0.25,0.153590515255928,0.0292923152446746,,
678,bean,harpoon_ohe_mse_kld,MNAR,0.25,0.152008980512619,0.0281367786228656,,
679,bean,Harpoon_ordinal_mae,MNAR,0.25,0.1489206087415544,0.0238752913658249,0.0,0.0
680,bean,Harpoon_ordinal_mse,MNAR,0.25,0.1560748942991868,0.0276756257819051,0.0,0.0
681,bean,harpoon_ohe_mae_kld,MNAR,0.5,0.1896843016147613,0.0291251316666603,,
682,bean,harpoon_ohe_mse_kld,MNAR,0.5,0.2122709304094314,0.0335377641022205,,
683,bean,Harpoon_ordinal_mae,MNAR,0.5,0.1916211673693794,0.0286724219325707,0.0,0.0
684,bean,Harpoon_ordinal_mse,MNAR,0.5,0.2217832433473324,0.0321671329250751,0.0,0.0
685,bean,harpoon_ohe_mae_kld,MNAR,0.75,0.3783283829689026,0.0463377870619297,,
686,bean,harpoon_ohe_mse_kld,MNAR,0.75,0.4334329664707184,0.0458262376487255,,
687,bean,Harpoon_ordinal_mae,MNAR,0.75,0.3889874563352801,0.0453086339902433,0.0,0.0
688,bean,Harpoon_ordinal_mse,MNAR,0.75,0.4490313982964716,0.0480257192436639,0.0,0.0
689,california,harpoon_ohe_mae_kld,MAR,0.25,0.4152411520481109,0.0443209558725357,,
690,california,harpoon_ohe_mse_kld,MAR,0.25,0.5072817206382751,0.0573453903198242,,
691,california,Harpoon_ordinal_mae,MAR,0.25,0.407240781435299,0.0422756005102393,0.0,0.0
692,california,Harpoon_ordinal_mse,MAR,0.25,0.5086730797494168,0.0527800803337482,0.0,0.0
693,california,harpoon_ohe_mae_kld,MAR,0.5,0.7168238759040833,0.073703296482563,,
694,california,harpoon_ohe_mse_kld,MAR,0.5,0.8306792378425598,0.0930972248315811,,
695,california,Harpoon_ordinal_mae,MAR,0.5,0.7189964441531691,0.0866223961459463,0.0,0.0
696,california,Harpoon_ordinal_mse,MAR,0.5,0.8264189737083847,0.0958198911804501,0.0,0.0
697,california,harpoon_ohe_mae_kld,MAR,0.75,1.0219227075576782,0.0747780352830886,,
698,california,harpoon_ohe_mse_kld,MAR,0.75,1.1427123546600342,0.049164492636919,,
699,california,Harpoon_ordinal_mae,MAR,0.75,1.0354826297678934,0.0483743069594092,0.0,0.0
700,california,Harpoon_ordinal_mse,MAR,0.75,1.1526838733629745,0.0365759554664294,0.0,0.0
701,california,harpoon_ohe_mae_kld,MCAR,0.25,0.4380809664726257,0.0075108031742274,,
702,california,harpoon_ohe_mse_kld,MCAR,0.25,0.5275469422340393,0.0260944794863462,,
703,california,Harpoon_ordinal_mae,MCAR,0.25,0.4418435836499311,0.0093715003068264,0.0,0.0
704,california,Harpoon_ordinal_mse,MCAR,0.25,0.5359812477849157,0.0238344304280767,0.0,0.0
705,california,harpoon_ohe_mae_kld,MCAR,0.5,0.6989511251449585,0.0084134088829159,,
706,california,harpoon_ohe_mse_kld,MCAR,0.5,0.7846103310585022,0.0174020882695913,,
707,california,Harpoon_ordinal_mae,MCAR,0.5,0.7023238021948324,0.0247427978946494,0.0,0.0
708,california,Harpoon_ordinal_mse,MCAR,0.5,0.8064723563617511,0.0182363237225389,0.0,0.0
709,california,harpoon_ohe_mae_kld,MCAR,0.75,1.1137279272079468,0.0124847823753952,,
710,california,harpoon_ohe_mse_kld,MCAR,0.75,1.2252728939056396,0.0194107312709093,,
711,california,Harpoon_ordinal_mae,MCAR,0.75,1.1109395971936238,0.0108239762060988,0.0,0.0
712,california,Harpoon_ordinal_mse,MCAR,0.75,1.2297836235518556,0.0159928720376699,0.0,0.0
713,california,harpoon_ohe_mae_kld,MNAR,0.25,0.4645689129829407,0.0428645871579647,,
714,california,harpoon_ohe_mse_kld,MNAR,0.25,0.5646805167198181,0.0608245655894279,,
715,california,Harpoon_ordinal_mae,MNAR,0.25,0.4704293285346225,0.0486445144017112,0.0,0.0
716,california,Harpoon_ordinal_mse,MNAR,0.25,0.5798712109386532,0.070078520732376,0.0,0.0
717,california,harpoon_ohe_mae_kld,MNAR,0.5,0.705483078956604,0.0467621684074401,,
718,california,harpoon_ohe_mse_kld,MNAR,0.5,0.7977027893066406,0.0546243898570537,,
719,california,Harpoon_ordinal_mae,MNAR,0.5,0.719933243553679,0.0630386365171765,0.0,0.0
720,california,Harpoon_ordinal_mse,MNAR,0.5,0.8247341858078459,0.0780906574655463,0.0,0.0
721,california,harpoon_ohe_mae_kld,MNAR,0.75,1.1014795303344729,0.026723988354206,,
722,california,harpoon_ohe_mse_kld,MNAR,0.75,1.2078325748443604,0.0249403212219476,,
723,california,Harpoon_ordinal_mae,MNAR,0.75,1.0996689110603417,0.0287130462080087,0.0,0.0
724,california,Harpoon_ordinal_mse,MNAR,0.75,1.21293492812813,0.0217752561554723,0.0,0.0
725,default,harpoon_ohe_mae_kld,MAR,0.25,0.5352283432232668,0.069263130375107,73.00582743039078,2.478359257966311
726,default,harpoon_ohe_mse_kld,MAR,0.25,0.7697697111560107,0.1239791391566269,71.38901236438075,2.449818664352154
727,default,Harpoon_ordinal_mae,MAR,0.25,0.6708773801918458,0.1031397104077588,73.02173883461084,2.4831183522299205
728,default,Harpoon_ordinal_mse,MAR,0.25,1.329215322234931,0.233522465912683,71.30128914550781,2.2415734486851298
729,default,harpoon_ohe_mae_kld,MAR,0.5,0.5492093469531877,0.0650554043437791,69.2624458696499,1.897761130219003
730,default,harpoon_ohe_mse_kld,MAR,0.5,0.7307851704051632,0.0933393528007383,67.71796446902965,1.7631409764799808
731,default,Harpoon_ordinal_mae,MAR,0.5,0.6759168397518255,0.0824460829309033,68.85856530895997,1.644483290874689
732,default,Harpoon_ordinal_mse,MAR,0.5,1.0732836487880522,0.1413251619629033,67.49389851754634,1.571475993676296
733,default,harpoon_ohe_mae_kld,MAR,0.75,0.7345650015616618,0.0666778835850062,61.37567108059301,3.8479866657739374
734,default,harpoon_ohe_mse_kld,MAR,0.75,0.9135272481912672,0.085990671399072,59.62672642761784,4.111600093693381
735,default,Harpoon_ordinal_mae,MAR,0.75,0.8172642640167052,0.1009226122772383,62.76356754876895,2.727076383859677
736,default,Harpoon_ordinal_mse,MAR,0.75,1.1838441868941971,0.2522914848555118,60.844589092874045,2.926050003579222
737,default,harpoon_ohe_mae_kld,MCAR,0.25,0.4753144797306007,0.0232017899430519,71.76560219589274,0.3033491250640815
738,default,harpoon_ohe_mse_kld,MCAR,0.25,0.6711832040107663,0.0242389550650248,69.85970876419177,0.2801347631508853
739,default,Harpoon_ordinal_mae,MCAR,0.25,0.5612007171089608,0.0263949559466334,71.68736863430148,0.130238777188886
740,default,Harpoon_ordinal_mse,MCAR,0.25,0.929915055117149,0.0320353394960769,69.89492140094843,0.3022827234142385
741,default,harpoon_ohe_mae_kld,MCAR,0.5,0.5530193291182417,0.0195593843762132,68.07774438242572,0.3611393870729353
742,default,harpoon_ohe_mse_kld,MCAR,0.5,0.7690860250911168,0.0604753668099916,66.27975533146541,0.3485065811518243
743,default,Harpoon_ordinal_mae,MCAR,0.5,0.6564788766077094,0.026097509076288,67.73166355574003,0.2104540845078999
744,default,Harpoon_ordinal_mse,MCAR,0.5,0.9988774159025476,0.0400412729307031,66.41319234224875,0.3632034673546329
745,default,harpoon_ohe_mae_kld,MCAR,0.75,0.7421813947162058,0.0128371716459966,60.37101143244026,0.2262214577144737
746,default,harpoon_ohe_mse_kld,MCAR,0.75,0.9072265823722724,0.0273949049158749,58.87916412198697,0.3349213337181196
747,default,Harpoon_ordinal_mae,MCAR,0.75,0.8402991808621705,0.0072567554829237,61.46000887279191,0.2791409926789688
748,default,Harpoon_ordinal_mse,MCAR,0.75,1.136061909755354,0.0372069988220811,59.81407599334288,0.2381480807844277
749,default,harpoon_ohe_mae_kld,MNAR,0.25,0.536303308497148,0.0938618516863573,72.10777089288104,0.6298816979546891
750,default,harpoon_ohe_mse_kld,MNAR,0.25,0.7585206584444714,0.1334853536468129,70.33965313748111,0.7324432650088125
751,default,Harpoon_ordinal_mae,MNAR,0.25,0.6722028457697735,0.123902362504177,71.85804601215116,0.5020193557278135
752,default,Harpoon_ordinal_mse,MNAR,0.25,1.3029547258976524,0.2069409220405257,70.34789902608273,0.537449161583644
753,default,harpoon_ohe_mae_kld,MNAR,0.5,0.5650873301064155,0.0747732747871398,68.23436016083483,0.4150461253805386
754,default,harpoon_ohe_mse_kld,MNAR,0.5,0.7730691285908228,0.0973256447675738,66.59296068948882,0.6163850412671785
755,default,Harpoon_ordinal_mae,MNAR,0.5,0.6860954714522927,0.0965629943030757,68.16590787892896,0.6527087358524752
756,default,Harpoon_ordinal_mse,MNAR,0.5,1.1108883907912797,0.1714688087561487,66.88884340367153,0.6224269085123326
757,default,harpoon_ohe_mae_kld,MNAR,0.75,0.6912076925438869,0.0537666365931496,60.22542243432664,0.6862115271288459
758,default,harpoon_ohe_mse_kld,MNAR,0.75,0.8418872005328042,0.0604160903023763,58.554233266097775,0.6562505875028815
759,default,Harpoon_ordinal_mae,MNAR,0.75,0.784835167350605,0.0503381696652462,61.55211505450772,0.6950508715782147
760,default,Harpoon_ordinal_mse,MNAR,0.75,1.1375746719608686,0.074606211405636,59.83208718108322,0.724725056664605
761,gesture,harpoon_ohe_mae_kld,MAR,0.25,0.5140081644058228,0.0940113291144371,,
762,gesture,harpoon_ohe_mse_kld,MAR,0.25,0.5288185477256775,0.0688240677118301,,
763,gesture,Harpoon_ordinal_mae,MAR,0.25,0.5339998075239845,0.0808693629630046,0.0,0.0
764,gesture,Harpoon_ordinal_mse,MAR,0.25,0.5430256902065922,0.0874515236627526,0.0,0.0
765,gesture,harpoon_ohe_mae_kld,MAR,0.5,0.6273296475410461,0.0891519412398338,,
766,gesture,harpoon_ohe_mse_kld,MAR,0.5,0.6372302770614624,0.0813646987080574,,
767,gesture,Harpoon_ordinal_mae,MAR,0.5,0.6285016809422953,0.0800887576502154,0.0,0.0
768,gesture,Harpoon_ordinal_mse,MAR,0.5,0.6425839322217127,0.0810984261621957,0.0,0.0
769,gesture,harpoon_ohe_mae_kld,MAR,0.75,0.837253212928772,0.0509734749794006,,
770,gesture,harpoon_ohe_mse_kld,MAR,0.75,0.902396023273468,0.0575123652815818,,
771,gesture,Harpoon_ordinal_mae,MAR,0.75,0.8380280101283534,0.0613441095057254,0.0,0.0
772,gesture,Harpoon_ordinal_mse,MAR,0.75,0.889815147984719,0.0565296484438334,0.0,0.0
773,gesture,harpoon_ohe_mae_kld,MCAR,0.25,0.4695363938808441,0.0135372020304203,,
774,gesture,harpoon_ohe_mse_kld,MCAR,0.25,0.466932475566864,0.0249065980315208,,
775,gesture,Harpoon_ordinal_mae,MCAR,0.25,0.4703716321475585,0.0319466839731454,0.0,0.0
776,gesture,Harpoon_ordinal_mse,MCAR,0.25,0.4656612197855976,0.0333051310154648,0.0,0.0
777,gesture,harpoon_ohe_mae_kld,MCAR,0.5,0.7033276557922363,0.0219115726649761,,
778,gesture,harpoon_ohe_mse_kld,MCAR,0.5,0.7275487780570984,0.0338300578296184,,
779,gesture,Harpoon_ordinal_mae,MCAR,0.5,0.7123217816184171,0.0429909801291072,0.0,0.0
780,gesture,Harpoon_ordinal_mse,MCAR,0.5,0.7402282852523397,0.0512792720811851,0.0,0.0
781,gesture,harpoon_ohe_mae_kld,MCAR,0.75,0.9694771766662598,0.0226035788655281,,
782,gesture,harpoon_ohe_mse_kld,MCAR,0.75,1.0146887302398682,0.0291996244341135,,
783,gesture,Harpoon_ordinal_mae,MCAR,0.75,0.975099534958027,0.040902577411281,0.0,0.0
784,gesture,Harpoon_ordinal_mse,MCAR,0.75,1.0219453442293918,0.0412035155349824,0.0,0.0
785,gesture,harpoon_ohe_mae_kld,MNAR,0.25,0.5969005823135376,0.1059561222791671,,
786,gesture,harpoon_ohe_mse_kld,MNAR,0.25,0.6075499653816223,0.1090190336108207,,
787,gesture,Harpoon_ordinal_mae,MNAR,0.25,0.5995655039089517,0.0908164637626681,0.0,0.0
788,gesture,Harpoon_ordinal_mse,MNAR,0.25,0.6208759913457567,0.086664498724914,0.0,0.0
789,gesture,harpoon_ohe_mae_kld,MNAR,0.5,0.7433751225471497,0.0833018571138382,,
790,gesture,harpoon_ohe_mse_kld,MNAR,0.5,0.7621638178825378,0.0935084223747253,,
791,gesture,Harpoon_ordinal_mae,MNAR,0.5,0.7440064198216947,0.0743336377157907,0.0,0.0
792,gesture,Harpoon_ordinal_mse,MNAR,0.5,0.7741622222611217,0.08605217180317,0.0,0.0
793,gesture,harpoon_ohe_mae_kld,MNAR,0.75,0.9063283801078796,0.0468120388686656,,
794,gesture,harpoon_ohe_mse_kld,MNAR,0.75,0.9502118825912476,0.0475542172789573,,
795,gesture,Harpoon_ordinal_mae,MNAR,0.75,0.9313328928066216,0.0658516080295688,0.0,0.0
796,gesture,Harpoon_ordinal_mse,MNAR,0.75,0.9749892210942978,0.0712775086014701,0.0,0.0
797,letter,harpoon_ohe_mae_kld,MAR,0.25,0.5220597982406616,0.0400821268558502,,
798,letter,harpoon_ohe_mse_kld,MAR,0.25,0.5336226224899292,0.0457634218037128,,
799,letter,Harpoon_ordinal_mae,MAR,0.25,0.5280070021033344,0.0502625694192075,0.0,0.0
800,letter,Harpoon_ordinal_mse,MAR,0.25,0.5448201899979644,0.0450494193492059,0.0,0.0
801,letter,harpoon_ohe_mae_kld,MAR,0.5,0.863419234752655,0.0531836934387683,,
802,letter,harpoon_ohe_mse_kld,MAR,0.5,0.8589009046554565,0.0532073751091957,,
803,letter,Harpoon_ordinal_mae,MAR,0.5,0.8655798502123856,0.0555518853066815,0.0,0.0
804,letter,Harpoon_ordinal_mse,MAR,0.5,0.8561774284338007,0.0556346336292009,0.0,0.0
805,letter,harpoon_ohe_mae_kld,MAR,0.75,1.29766583442688,0.0502374321222305,,
806,letter,harpoon_ohe_mse_kld,MAR,0.75,1.3314110040664673,0.053659688681364,,
807,letter,Harpoon_ordinal_mae,MAR,0.75,1.2989245534115663,0.0473481692382577,0.0,0.0
808,letter,Harpoon_ordinal_mse,MAR,0.75,1.336867310899274,0.043495606517052,0.0,0.0
809,letter,harpoon_ohe_mae_kld,MCAR,0.25,0.4714512228965759,0.0094673689454793,,
810,letter,harpoon_ohe_mse_kld,MCAR,0.25,0.4912780225276947,0.0084752142429351,,
811,letter,Harpoon_ordinal_mae,MCAR,0.25,0.4807477399456183,0.0087903402387931,0.0,0.0
812,letter,Harpoon_ordinal_mse,MCAR,0.25,0.4954905461023905,0.010292517472313,0.0,0.0
813,letter,harpoon_ohe_mae_kld,MCAR,0.5,0.8282523155212402,0.0185751225799322,,
814,letter,harpoon_ohe_mse_kld,MCAR,0.5,0.8309095501899719,0.0179943963885307,,
815,letter,Harpoon_ordinal_mae,MCAR,0.5,0.8269412575734151,0.0129508701130919,0.0,0.0
816,letter,Harpoon_ordinal_mse,MCAR,0.5,0.8289112853461109,0.0133550775657539,0.0,0.0
817,letter,harpoon_ohe_mae_kld,MCAR,0.75,1.2742129564285278,0.0204847734421491,,
818,letter,harpoon_ohe_mse_kld,MCAR,0.75,1.293808937072754,0.013208195567131,,
819,letter,Harpoon_ordinal_mae,MCAR,0.75,1.269129416662654,0.0154314187024389,0.0,0.0
820,letter,Harpoon_ordinal_mse,MCAR,0.75,1.29551964730688,0.0147800089716143,0.0,0.0
821,letter,harpoon_ohe_mae_kld,MNAR,0.25,0.4886945188045501,0.0242091622203588,,
822,letter,harpoon_ohe_mse_kld,MNAR,0.25,0.4948078989982605,0.0270501170307397,,
823,letter,Harpoon_ordinal_mae,MNAR,0.25,0.4940966114011336,0.0257088337302145,0.0,0.0
824,letter,Harpoon_ordinal_mse,MNAR,0.25,0.5104226494026687,0.0315887661321727,0.0,0.0
825,letter,harpoon_ohe_mae_kld,MNAR,0.5,0.817793071269989,0.0210691913962364,,
826,letter,harpoon_ohe_mse_kld,MNAR,0.5,0.8141829371452332,0.0230169054120779,,
827,letter,Harpoon_ordinal_mae,MNAR,0.5,0.8153663707493634,0.0282092476772469,0.0,0.0
828,letter,Harpoon_ordinal_mse,MNAR,0.5,0.8186766432662141,0.0314853184239771,0.0,0.0
829,letter,harpoon_ohe_mae_kld,MNAR,0.75,1.2512664794921875,0.0235441699624061,,
830,letter,harpoon_ohe_mse_kld,MNAR,0.75,1.278141736984253,0.0225298441946506,,
831,letter,Harpoon_ordinal_mae,MNAR,0.75,1.2651381673169222,0.0211369994190037,0.0,0.0
832,letter,Harpoon_ordinal_mse,MNAR,0.75,1.2855431754729467,0.0216480230259589,0.0,0.0
833,magic,harpoon_ohe_mae_kld,MAR,0.25,0.9668341875076294,0.2923285067081451,,
834,magic,harpoon_ohe_mse_kld,MAR,0.25,1.1468360424041748,0.2820605933666229,,
835,magic,Harpoon_ordinal_mae,MAR,0.25,0.9102139884042166,0.3059560877650003,0.0,0.0
836,magic,Harpoon_ordinal_mse,MAR,0.25,1.0343430934299271,0.2952742512198996,0.0,0.0
837,magic,harpoon_ohe_mae_kld,MAR,0.5,0.8554478883743286,0.1572818458080291,,
838,magic,harpoon_ohe_mse_kld,MAR,0.5,0.9754147529602052,0.1424297094345092,,
839,magic,Harpoon_ordinal_mae,MAR,0.5,0.8149414783036824,0.1640014752993016,0.0,0.0
840,magic,Harpoon_ordinal_mse,MAR,0.5,0.9043669714870022,0.1455261927699484,0.0,0.0
841,magic,harpoon_ohe_mae_kld,MAR,0.75,1.004986047744751,0.0805900320410728,,
842,magic,harpoon_ohe_mse_kld,MAR,0.75,1.121335506439209,0.073824256658554,,
843,magic,Harpoon_ordinal_mae,MAR,0.75,1.004000353494283,0.0794285531681933,0.0,0.0
844,magic,Harpoon_ordinal_mse,MAR,0.75,1.1058999109335756,0.0752130921468746,0.0,0.0
845,magic,harpoon_ohe_mae_kld,MCAR,0.25,0.7911065816879272,0.0227570384740829,,
846,magic,harpoon_ohe_mse_kld,MCAR,0.25,0.9255404472351074,0.0310085676610469,,
847,magic,Harpoon_ordinal_mae,MCAR,0.25,0.7383291276810697,0.0290627877571776,0.0,0.0
848,magic,Harpoon_ordinal_mse,MCAR,0.25,0.8394109555190866,0.0208798684656011,0.0,0.0
849,magic,harpoon_ohe_mae_kld,MCAR,0.5,0.8698569536209106,0.0133949443697929,,
850,magic,harpoon_ohe_mse_kld,MCAR,0.5,0.969569206237793,0.0141225038096308,,
